timestamp,temp_c,rh,wind_mps,precip_mm,ghi_kwhm2
2025-09-28 00:00:00,28.1,80.0,1.9,0.0,0.0012
2025-09-28 01:00:00,27.5,84.0,1.22,0.0,0.0
2025-09-28 02:00:00,27.1,85.0,1.53,0.0,0.0
2025-09-28 10:00:00,25.5,87.0,3.11,0.0,0.0
2025-09-28 11:00:00,24.8,91.0,2.53,0.0,0.0
